TemplateType=Jewelry,Version=1.4,This row for Amazon.com use only. Do not modify or delete.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JEWELRY SPECIFIC FIELDS,,,,,,,,,,,,,,,,,,,NECKLACE,,RINGS,,,,EARRINGS,ESTATE,CERTIFICATE INFO,,,,,,,,,,,,,,,,,,STONEINFO1,,,,,,,,,,,,,,,,,,,,,STONE INFO 2,,,,,,,,,,,,,,,,,,,,,STONE INFO 3,,,,,,,,,,,,,,,,,,,,,PEARL INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,ProductName,Manufacturer,MfrModelNumber,ProductType,Parentage,ItemPrice,Quantity,ItemType,Brand,MainImageURL,Currency,StandardProductID,ProductIDType,BulletPoint1,BulletPoint2,BulletPoint3,BulletPoint4,BulletPoint5,Description,TargetAudience1,TargetAudience2,TargetAudience3,Designer,CountryOfOrigin,LaunchDate,MerchantCatalogNumber,Prop65,CPSIAWarning1,CPSIAWarning2,CPSIAWarning3,CPSIAWarning4,CPSIAWarningDescription,UsedFor1,UsedFor2,UsedFor3,UsedFor4,UsedFor5,OtherItemAttribute1,OtherItemAttribute2,OtherItemAttribute3,OtherItemAttribute4,OtherItemAttribute5,SubjectContent1,SubjectContent2,SubjectContent3,SubjectContent4,SubjectContent5,SearchTerms1,SearchTerms2,SearchTerms3,SearchTerms4,SearchTerms5,ParentSKU,RelationshipType,VariationTheme,SwatchImageURL,OtherImageURL1,OtherImageURL2,OtherImageURL3,OtherImageURL4,OtherImageURL5,OtherImageURL6,OtherImageURL7,OtherImageURL8,ShippingWeight,ShippingWeightUnitOfMeasure,ProductTaxCode,DimensionUnitOfMeasure,Diameter,Height,Width,Length,TotalMetalWeight,MetalWeightUnitOfMeasure,TotalDiamondWeight,TotalDiamondWeightUnitOfMeasure,TotalGemWeight,TotalGemWeightUnitOfMeasure,Material1,Material2,Material3,Material4,MetalType,MetalStamp,SettingType,NumberOfStones,ClaspType,ChainType,RingSize,ReSizable,SizingLowerRange,SizingUpperRange,BackFinding,EstatePeriod,CertificateNumber1,CertificateNumber2,CertificateNumber3,CertificateNumber4,CertificateNumber5,CertificateNumber6,CertificateNumber7,CertificateNumber8,CertificateNumber9,CertificateType1,CertificateType2,CertificateType3,CertificateType4,CertificateType5,CertificateType6,CertificateType7,CertificateType8,CertificateType9,GemType1,StoneCut1,StoneColor1,StoneClarity1,StoneShape1,StoneCreationMethod1,StoneTreatmentMethod1,StoneDimensionUnitOfMeasure1,StoneHeight1,StoneLength1,StoneWidth1,StoneWeight1,LabCreated1,Inscription1,StoneDepthPercentage1,StoneTablePercentage1,StoneSymmetry1,StonePolish1,StoneGirdle1,StoneCulet1,StoneFluorescence1,GemType2,StoneCut2,StoneColor2,StoneClarity2,StoneShape2,StoneCreationMethod2,StoneTreatmentMethod2,StoneDimensionUnitOfMeasure2,StoneHeight2,StoneLength2,StoneWidth2,StoneWeight2,LabCreated2,Inscription2,StoneDepthPercentage2,StoneTablePercentage2,StoneSymmetry2,StonePolish2,StoneGirdle2,StoneCulet2,StoneFluorescence2,GemType3,StoneCut3,StoneColor3,StoneClarity3,StoneShape3,StoneCreationMethod3,StoneTreatmentMethod3,StoneDimensionUnitOfMeasure3,StoneHeight3,StoneLength3,StoneWidth3,StoneWeight3,LabCreated3,Inscription3,StoneDepthPercentage3,StoneTablePercentage3,StoneSymmetry3,StonePolish3,StoneGirdle3,StoneCulet3,StoneFluorescence3,PearlType,Color,StyleName,PearlMinimumColor,PearlLustre,PearlShape,PearlUniformity,PearlSurfaceMarkingsAndBlemishes,NacreThickness,PearlStringingMethod,SizePerPearl,NumberOfPearls,MSRP,SalesPrice,FulfillmentCenterID,SaleStartDate,SaleEndDate,ReleaseDate,ItemPackageQuantity,leadtime-to-ship,RestockDate,MaxAggregateShipQuantity,IsGiftMessageAvailable,IsGiftWrapAvailable,IsDiscontinuedByManufacturer,RegisteredParameter,PlatinumKeywords1,PlatinumKeywords2,PlatinumKeywords3,PlatinumKeywords4,PlatinumKeywords5,UpdateDelete
R039YW,14K White Gold Mens Yellow DIamond Ring 2.59 Ctw,Avianne & Co,R039YW,FineRing,child,2624,100,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/0/r039yw-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"This mens yellow diamond ring is crafted in highly polished 14K white gold. The center piece consists of invisibly set white and yellow princess cut diamonds forming a checker pattern design. The top and bottom of the center piece is set with pave set white round cut diamonds. Weighing approximately 13.10 grams, this mens diamond ring carries a total diamond weight of 2.59 carats.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/0/R039YW_1.JPG,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/0/R039YW_3.JPG,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/0/r039yw-1.jpg,,,,,,,,,mm,,,12,,13,Grams,2.59,CARATS,,CARATS,,,,,White-gold,14K,Invisible and Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Yellow - G - H,SI1 - SI2,Princess - Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,TRUE,,,,,,,,
RM295YB,14K White Gold Mens Blue and Yellow Diamond Ring 1.13 Ctw,Avianne & Co,RM295YB,FineRing,child,1794,2,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/m/rm295yb-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Crafted in highly polished 14K white gold, this mens ring features brilliant blue, white and yellow diamonds. The center piece consists of two screw motif designs with four princess cut diamonds in the center and a number of yellow round cut diamonds on both sides. Two sides of the band are highlighted with pave set blue round cut diamonds. This fashionable mens ring carries a total carat weight of 1.13 ctw and weighs approximately 11 grams.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/M/RM295YB_1.JPG,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/M/RM295YB_3.JPG,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/m/rm295yb-1.jpg,,,,,,,,,mm,,,10,,11,Grams,1.13,CARATS,,CARATS,,,,,White-gold,14K,Invisible and Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - G - H,SI1 - VS2,Princess - Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R244W,14K White Gold Diamond Engagement Ring 1.33 Ctw,Avianne & Co,R244W,FineRing,child,1863,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r244w-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"This fashion display of beauty is crafted in 14K white gold. The diamonds are H/I in color and SI1/SI3 in clarity. This ring features an invisible, pave, and bezel setting. These precious stones are princess, round and baguette cut in this regal design, with the total carat weight of 1.33 carats. This gorgeous engagement ring weighs approximately 7.8 grams.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/2/R244W_2.JPG,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/2/R244W_3.JPG,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r244w-1.jpg,,,,,,,,,mm,,,4.65,,7.8,Grams,1.33,CARATS,,CARATS,,,,,White-gold,14K,Bezel and Pave and Invisible ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H - I,SI1 - SI3,Baguette - Princess - Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R59,14K White Gold Diamond Solitaire Engagement Ring 0.55 Ctw,Avianne & Co,R59,FineRing,child,2954,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r59-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,Propose to her with this beautiful 14 karat white Gold Diamond Women's Engagement Ring. The diamond is G/H in color and SI1/VS2 in clarity. The center store is set with a .55 carat round cut stone held in a six-prong setting. This gorgeous ring measures out to 1/4 inches (7mm) in width and is currently sized 6 1/4. The total gram weight of this charming ring is approximately 3.7 grams.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/5/R59_1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/5/R59_3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/5/r59-1.jpg,,,,,,,,,mm,,,7,,3.7,Grams,0.55,CARATS,,CARATS,,,,,White-gold,14K,Prong,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,G - H,SI1 - VS2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
13477,18K White Gold Womens Diamond Wedding Band 2.16 Ctw,Avianne & Co,13477,FineRing,child,5471,1,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/3/13477-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Precious to the last detail this 18 karat white gold diamond ring is an absolute breath taker. Eleven rear and beautiful emerald cut diamonds are G in color, and VS1 in clarity , prong set in the lustrous 18 karat white gold frame, for a total carat weight of 2.16 Carats of pure shine. The thickness of this ring is 3/16 inches (5mm) and the total gold weight is approximately 7 grams. This one of a kind diamond ring truly brings out the best in top quality diamond jewelry.",,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,18K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/3/13477_1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/3/13477_4.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/3/13477_3.jpg,,,,,,,,,mm,,,5,,7,Grams,2.16,CARATS,,CARATS,,,,,White-gold,18K,Prong ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,G,VS1,Emerald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
WRS095A,14K White Gold Diamond Wedding Band Set 0.71 Ctw,Avianne & Co,WRS095A,FineRing,child,3831,1,wedding-ring-sets,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/r/wrs095a-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Pristine, three round cut diamonds, are bezel set in a 14 karat white gold frame, on both men's and women's bands. The average color of these diamonds are G/H and the average clarity is VS1/VS2, with a total carat weight of .71 carats. The thickness of these rings is3/4 inches (19mm) for each and they both weight out to a total gram weight of approximately 20 grams. This is an ideal set for him and her.",,,,Avianne & Co,US,,,,,,,,,,,,,,,,,,,,,,,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/W/R/WRS095A_2.JPG,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/i/m/im-1_35.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/w/r/wrs095a-1.jpg,,,,,,,,,mm,,,19,,20,Grams,0.71,CARATS,,CARATS,,,,,White-gold,14K,Bezel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,G - H,VS1 - VS2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R566,14K White Gold Diamond Solitaire Engagement Ring 0.71 Ctw,Avianne & Co,R566,FineRing,child,3844,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/5/r566-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,Propose to her with this beautiful 14 karat White Gold Diamond Solitaire Engagement Ring. The diamonds are K/J in color and VS1/VS2 in clarity. The center is set with a .71 carat princess cut stone held in a four-prong setting.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/5/R566_2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/5/r566-1.jpg,,,,,,,,,,mm,,,5,,3.4,Grams,0.71,CARATS,,CARATS,,,,,White-gold,14K,Prong,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,J,VS1 - VS2,Princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R229,14K White Gold Diamond Engagement Ring 1.16 ctw,Avianne & Co,R229,FineRing,child,1863,100,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r229-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This sophisticated 14K white gold diamond engagement ring is decorated with princess and round cut diamonds in a pave and invisible setting. This magnificent piece will add the perfect sparkle to one of the most important occasions of your life.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/2/R229_1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/2/R229_3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r229-1.jpg,,,,,,,,,mm,,,6,,8.8,Grams,1.16,CARATS,,CARATS,,,,,White-gold,14K,Pave and Invisible,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,G - H,SI1 - SI2,Princess - Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,TRUE,,,,,,,,
13562,14K White Gold Womens Five Stone Diamond Anniversary Ring 1.70 Ctw,Avianne & Co,13562,FineRing,child,5039,1,anniversary-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/3/13562-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"This exquisite womens anniversary ring is crafted in 14K white gold. Five brilliant prong set round cut diamonds are carefully placed in the center of the band. Carrying a total carat weight of 1.70 carats, this ring weighs approximately 5 grams. Classical and very elegant in appearance, this is a perfect gift for that special day.",,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/3/13562_1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/3/13562_3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/3/13562-1.jpg,,,,,,,,,mm,,,6,,5,Grams,1.7,CARATS,,CARATS,,,,,White-gold,14K,Prong ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,G,VS1,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
14499,14K White Gold Diamond Engagement Ring 1.18 Ctw,Avianne & Co,14499,FineRing,child,3070,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/4/14499-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Set in a bezel setting the center stone is a G-H color VS2 clarity round cut diamond weighing .50 carats. The side stones are prong set round cut G color SI1 clarity diamonds that capture light with every move, set in a 14 karat highly polished frame, totaling 1.18 of the most radiant diamonds. Classic and elegant, this engagement ring is an ideal gift for that special day.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/4/14499_2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/4/14499_3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/4/14499_4.jpg,,,,,,,,,mm,,,,,5,Grams,1.18,CARATS,,CARATS,,,,,White-gold,14K,Bezel and Pave ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,G - H,SI1 - VS2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
14509,14K White Gold Womens Diamond Wedding Band 0.42 Ctw,Avianne & Co,14509,FineRing,child,878,1,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/4/14509-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This classic 14K gold women's diamond wedding band ring features exquisitly set sparkling round cut diamonds. This ring has a truly beautiful design that will stun that love of your life!,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/4/14509_1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/4/14509_3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/4/14509-1.jpg,,,,,,,,,mm,,,3.7,,3.25,Grams,0.42,CARATS,,CARATS,,,,,White-gold,14K,Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,G - H,SI2 - SI3,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
10376,14K White Gold Womens Diamond Wedding Band 0.25 Ctw,Avianne & Co,10376,FineRing,child,865,1,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/0/10376-1.jpeg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This 14K gold women's diamond wedding Band ring has 0.25 carats of sparkling white round cut diamonds channel set into this beautiful 14k gold frame. Display your good taste and your love with this beautiful ring.,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/0/10376-1.jpeg,,,,,,,,,,,mm,,,5,,4.4,Grams,0.25,CARATS,,CARATS,,,,,White-gold,14K,Channel,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,G - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R-327,14K White Gold Diamond Engagement Ring 1.07 ctw,Avianne & Co,R-327,FineRing,child,1495,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/-/r-327-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,Propose to her with this beautiful 14K white gold diamond women's engagement ring. Dazzling princess cut and round cut diamonds draw attention and radiate light adding a classic romance to the lustrous 14k gold ring decorated with 1.07 carats of precious stones. You can't go wrong with this beautiful piece!,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/3/R327_1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/3/R327_2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/-/r-327-1.jpg,,,,,,,,,mm,,,9.6,,6,Grams,1.07,CARATS,,CARATS,,,,,White-gold,14K,Pave and Invisible and Channel,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H - I,SI1 - SI2,Princess - Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R4253,14K Yellow Gold Diamond Engagement Ring 1.73 Ctw,Avianne & Co,R4253,FineRing,child,3249,1,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r4253-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"The center piece consists of a prong setting filled with invisibly-set princess cut diamonds with two marquise diamonds, with a slight yellow tint, on both sides. It is complimented by another set of glistering diamonds featured on an invisible setting. The band has four hearts carved out from four sides to represent unconditional love for that special person. This is an ideal 14K yellow gold engagement ring which portrays brilliance, beauty and femininity.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/4/R4253_2.JPG,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/4/r4253-1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/4/r4253-1_1.jpg,,,,,,,,,mm,,,6.4,,6.5,Grams,1.73,CARATS,,CARATS,,,,,Yellow-gold,14K,Chevron and Invisible ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H - I,SI1 - VS2,Marquise - Pear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R049,14K Yellow Gold Womens Diamond Wedding Band 0.71 Ctw,Avianne & Co,R049,FineRing,child,1206,3,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/0/r049-4.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"This Yellow Gold Wedding band resembles simplicity and lovely appearance. Six gleaming round cut diamonds are featured in a channel setting, highlighting attractiveness of the 14K band. This ring is an Ideal gift for women who appreciate simplicity and elegance.",,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/0/R049_1.JPG,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/0/R049_3.JPG,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/0/r049-1.jpg,,,,,,,,,mm,,,6.05,,5.6,Grams,0.71,CARATS,,CARATS,,,,,Yellow-gold,14K,Channel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,G - H,I1 - SI1,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
R1916,14K Yellow Gold Womens Diamond Wedding Band 0.47 Ctw,Avianne & Co,R1916,FineRing,child,851,2,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r1916-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This 14K Yellow Gold Wedding band resembles simplicity and lovely appearance. Two rows in the center are channel set with gleaming round cut diamonds. This lovely band can be worn as a wedding band or an everyday fashion ring.,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/1/R1916_1.JPG,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/1/R1916_3.JPG,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r1916-1_1.jpg,,,,,,,,,mm,,,5.7,,5,Grams,0.47,CARATS,,CARATS,,,,,Yellow-gold,14K,Channel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H - I,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
